Question,Company,Category,Complexity,Experience Level,Years of Experience
"You're the Group PM at Meta. How would you plan, derisk, and deliver support automation improvements under ambiguous requirements?",Meta,Execution,Medium,Group PM,5-8 years
"You're the Principal PM at Meta. How would you plan, derisk, and deliver self-serve funnel improvements under high risk of abuse?",Meta,Execution,Complex,Principal PM,8 years
"As a Director at Meta, plan the GTM for a new host acquisition initiative to increase conversion rate. What segments, messaging, and channels would you choose?",Meta,Launch,Simple,Director,8 years
"As a Principal PM at Meta, plan the GTM for a new host acquisition initiative to improve NPS. What segments, messaging, and channels would you choose?",Meta,Launch,Medium,Principal PM,5-8 years
"As a Director at Meta, plan the GTM for a new recommendations initiative to improve time-to-value. What segments, messaging, and channels would you choose?",Meta,Launch,Complex,Director,8 years
"At Meta, as a Principal PM, how would you evaluate pricing and packaging options for NPS to scale globally?",Meta,Pricing,Simple,Principal PM,8 years
"At Meta, as a Group PM, how would you evaluate pricing and packaging options for B2B admin console to reduce costs?",Meta,Pricing,Medium,Group PM,5-8 years
"At Meta, as a Senior PM, how would you evaluate pricing and packaging options for notifications to scale globally?",Meta,Pricing,Complex,Senior PM,3-5 years
You're the Principal PM at Meta. Define success criteria and a 90day review plan for retention changes aimed to increase marketplace liquidity.,Meta,Success Criteria,Simple,Principal PM,5-8 years
You're the Principal PM at Meta. Define success criteria and a 90day review plan for churn reduction changes aimed to improve retention.,Meta,Success Criteria,Medium,Principal PM,5-8 years
You're the Principal PM at Meta. Define success criteria and a 90day review plan for creator tools changes aimed to grow MAUs.,Meta,Success Criteria,Complex,Principal PM,8 years
"As a Principal PM at Meta, how would you prioritize a backlog for host acquisition to scale globally with marketing and legal disagreeing?",Meta,Prioritization,Simple,Principal PM,5-8 years
"As a Director at Meta, how would you prioritize a backlog for CRM pipeline to improve time-to-value with ops and finance disagreeing?",Meta,Prioritization,Medium,Director,8 years
"As a Director at Meta, how would you prioritize a backlog for fraud mitigation to improve time-to-value with legal and finance disagreeing?",Meta,Prioritization,Complex,Director,8 years
"At Meta, as a Principal PM, how would you diagnose and resolve declining health metrics for helpdesk experience under regulatory constraints?",Meta,Product Health,Simple,Principal PM,5-8 years
"At Meta, as a Senior PM, how would you diagnose and resolve declining health metrics for driver supply under privacy constraints?",Meta,Product Health,Medium,Senior PM,3-5 years
"At Meta, as a Senior PM, how would you diagnose and resolve declining health metrics for helpdesk experience under seasonality? (focus: helpdesk experience, increase revenue)",Meta,Product Health,Complex,Senior PM,3-5 years
"As a Group PM at Meta, design an AB test plan for creator tools to increase paid conversion. How do you handle power, segmentation, and interaction effects?",Meta,AB Testing,Simple,Group PM,5-8 years
"As a Director at Meta, design an AB test plan for data quality to scale globally. How do you handle power, segmentation, and interaction effects?",Meta,AB Testing,Medium,Director,8 years
"As a Principal PM at Meta, design an AB test plan for retention to reduce costs. How do you handle power, segmentation, and interaction effects?",Meta,AB Testing,Complex,Principal PM,8 years
"As a Group PM at Meta, how would you define and execute a multiquarter strategy for mobile app performance to improve time-to-value? What tradeoffs would you consider under privacy constraints?",Meta,Strategic,Simple,Group PM,5-8 years
"As a Principal PM at Meta, how would you define and execute a multiquarter strategy for churn reduction to scale globally? What tradeoffs would you consider under data sparsity?",Meta,Strategic,Medium,Principal PM,5-8 years
"As a APM at Meta, how would you define and execute a multiquarter strategy for CRM pipeline to reduce time-to-first-action? What tradeoffs would you consider under tight timelines?",Meta,Strategic,Complex,APM,1-2 years
"At Meta, as a APM, how would you align data science and legal on a contentious roadmap decision for merchant onboarding?",Meta,Leadership,Simple,APM,0-1 years
"At Meta, as a Group PM, how would you align finance and sales on a contentious roadmap decision for merchant onboarding?",Meta,Leadership,Medium,Group PM,5-8 years
"At Meta, as a Group PM, how would you align support and finance on a contentious roadmap decision for onboarding?",Meta,Leadership,Complex,Group PM,5-8 years
"As a APM at Meta, which North Star and guardrail metrics would you set for merchant onboarding to increase activation? How would you instrument and review them?",Meta,Metrics,Simple,APM,0-1 years
"As a PM at Meta, which North Star and guardrail metrics would you set for creator tools to scale globally? How would you instrument and review them?",Meta,Metrics,Medium,PM,1-2 years
"As a PM at Meta, which North Star and guardrail metrics would you set for driver supply to reduce support volume? How would you instrument and review them?",Meta,Metrics,Complex,PM,2-3 years
You're the Group PM at Meta. Design an experiment roadmap to scale globally for waitlist conversion. Which levers would you test first and why?,Meta,Growth,Simple,Group PM,5-8 years
You're the Group PM at Meta. Design an experiment roadmap to reduce churn for payments. Which levers would you test first and why?,Meta,Growth,Medium,Group PM,5-8 years
You're the Group PM at Meta. Design an experiment roadmap to increase conversion rate for notifications. Which levers would you test first and why?,Meta,Growth,Complex,Group PM,5-8 years
"At Meta, as a Group PM, how would you gather, prioritize, and act on customer feedback to increase paid conversion for content safety?",Meta,Customer Obsession,Simple,Group PM,5-8 years
"At Meta, as a APM, how would you gather, prioritize, and act on customer feedback to reduce support volume for creator tools?",Meta,Customer Obsession,Medium,APM,1-2 years
"At Meta, as a APM, how would you gather, prioritize, and act on customer feedback to increase repeat usage for subscriptions?",Meta,Customer Obsession,Complex,APM,0-1 years
"As a APM at Meta, how would you improve foundational quality for recommendations given tight timelines? How do you sequence the work?",Meta,Foundation,Simple,APM,0-1 years
"As a APM at Meta, how would you improve foundational quality for payments given limited engineering bandwidth? How do you sequence the work?",Meta,Foundation,Medium,APM,1-2 years
"As a PM at Meta, how would you improve foundational quality for churn reduction given legacy systems? How do you sequence the work?",Meta,Foundation,Complex,PM,1-2 years
"Tell me about a time you, as a APM, handled significant pushback from finance while driving churn reduction at Meta. What did you do and what was the outcome?",Meta,Behavioral,Simple,APM,1-2 years
"Tell me about a time you, as a PM, handled significant pushback from sales while driving content safety at Meta. What did you do and what was the outcome?",Meta,Behavioral,Medium,PM,2-3 years
"Tell me about a time you, as a Group PM, handled significant pushback from finance while driving fraud mitigation at Meta. What did you do and what was the outcome?",Meta,Behavioral,Complex,Group PM,5-8 years
"As a PM at Meta, how would you partner with engineering to address technical debt in creator tools while still delivering reduce churn?",Meta,Technical,Simple,PM,2-3 years
"As a Group PM at Meta, how would you partner with engineering to address technical debt in CRM pipeline while still delivering improve NPS?",Meta,Technical,Medium,Group PM,5-8 years
"As a APM at Meta, how would you partner with engineering to address technical debt in NPS while still delivering reduce time-to-first-action?",Meta,Technical,Complex,APM,0-1 years
"Design a v1 architecture for self-serve funnel at Meta to increase marketplace liquidity. What components, APIs, and data flows would you propose?",Meta,System Design,Simple,Group PM,5-8 years
"Design a v1 architecture for mobile app performance at Meta to increase paid conversion. What components, APIs, and data flows would you propose?",Meta,System Design,Medium,Group PM,5-8 years
"Design a v1 architecture for host acquisition at Meta to increase revenue. What components, APIs, and data flows would you propose?",Meta,System Design,Complex,APM,1-2 years
"As a APM at Meta, propose a new feature for merchant onboarding to increase marketplace liquidity. How would you validate demand and ensure usability?",Meta,Product Sense,Simple,APM,0-1 years
"As a Group PM at Meta, propose a new feature for mobile app performance to increase repeat usage. How would you validate demand and ensure usability?",Meta,Product Sense,Medium,Group PM,5-8 years
"As a Group PM at Meta, propose a new feature for recommendations to improve NPS. How would you validate demand and ensure usability?",Meta,Product Sense,Complex,Group PM,5-8 years
"You're the Group PM at Meta. How would you plan, derisk, and deliver B2B admin console improvements under privacy constraints?",Meta,Execution,Simple,Group PM,5-8 years
"You're the Group PM at Meta. How would you plan, derisk, and deliver CRM pipeline improvements under thirdparty dependencies?",Meta,Execution,Medium,Group PM,5-8 years
"You're the Group PM at Meta. How would you plan, derisk, and deliver recommendations improvements under limited engineering bandwidth?",Meta,Execution,Complex,Group PM,5-8 years
"As a Group PM at Meta, plan the GTM for a new support automation initiative to reduce time-to-first-action. What segments, messaging, and channels would you choose?",Meta,Launch,Simple,Group PM,5-8 years
"As a Group PM at Meta, plan the GTM for a new waitlist conversion initiative to improve retention. What segments, messaging, and channels would you choose?",Meta,Launch,Medium,Group PM,5-8 years
"As a PM at Meta, plan the GTM for a new payments initiative to increase repeat usage. What segments, messaging, and channels would you choose?",Meta,Launch,Complex,PM,2-3 years
"At Meta, as a Group PM, how would you evaluate pricing and packaging options for international expansion to increase marketplace liquidity?",Meta,Pricing,Simple,Group PM,5-8 years
"At Meta, as a Group PM, how would you evaluate pricing and packaging options for B2B admin console to increase conversion rate?",Meta,Pricing,Medium,Group PM,5-8 years
"At Meta, as a Group PM, how would you evaluate pricing and packaging options for data quality to increase activation?",Meta,Pricing,Complex,Group PM,5-8 years
You're the APM at Meta. Define success criteria and a 90day review plan for waitlist conversion changes aimed to improve reliability.,Meta,Success Criteria,Simple,APM,0-1 years
You're the APM at Meta. Define success criteria and a 90day review plan for checkout changes aimed to increase conversion rate.,Meta,Success Criteria,Medium,APM,1-2 years
You're the PM at Meta. Define success criteria and a 90day review plan for retention changes aimed to grow MAUs.,Meta,Success Criteria,Complex,PM,1-2 years
"As a Group PM at Meta, how would you prioritize a backlog for content safety to improve retention with design and marketing disagreeing?",Meta,Prioritization,Simple,Group PM,5-8 years
"As a Group PM at Meta, how would you prioritize a backlog for subscriptions to reduce costs with support and engineering disagreeing?",Meta,Prioritization,Medium,Group PM,5-8 years
"As a APM at Meta, how would you prioritize a backlog for checkout to increase conversion rate with data science and legal disagreeing?",Meta,Prioritization,Complex,APM,1-2 years
"At Meta, as a APM, how would you diagnose and resolve declining health metrics for churn reduction under thirdparty dependencies?",Meta,Product Health,Simple,APM,0-1 years
"At Meta, as a Group PM, how would you diagnose and resolve declining health metrics for notifications under seasonality?",Meta,Product Health,Medium,Group PM,5-8 years
"At Meta, as a APM, how would you diagnose and resolve declining health metrics for merchant onboarding under thirdparty dependencies?",Meta,Product Health,Complex,APM,1-2 years
"As a Group PM at Meta, design an AB test plan for waitlist conversion to scale globally. How do you handle power, segmentation, and interaction effects?",Meta,AB Testing,Simple,Group PM,5-8 years
"As a APM at Meta, design an AB test plan for churn reduction to improve reliability. How do you handle power, segmentation, and interaction effects?",Meta,AB Testing,Medium,APM,0-1 years
"As a APM at Meta, design an AB test plan for content safety to reduce support volume. How do you handle power, segmentation, and interaction effects?",Meta,AB Testing,Complex,APM,1-2 years
"As a APM at Amazon, how would you define and execute a multiquarter strategy for search to grow MAUs? What tradeoffs would you consider under legacy systems?",Amazon,Strategic,Simple,APM,1-2 years
"As a PM at Amazon, how would you define and execute a multiquarter strategy for payments to improve reliability? What tradeoffs would you consider under regulatory constraints?",Amazon,Strategic,Medium,PM,1-2 years
"As a Principal PM at Amazon, how would you define and execute a multiquarter strategy for waitlist conversion to improve reliability? What tradeoffs would you consider under limited engineering bandwidth?",Amazon,Strategic,Complex,Principal PM,8 years
"At Amazon, as a Senior PM, how would you align data science and legal on a contentious roadmap decision for onboarding?",Amazon,Leadership,Simple,Senior PM,3-5 years
"At Amazon, as a Director, how would you align design and engineering on a contentious roadmap decision for helpdesk experience?",Amazon,Leadership,Medium,Director,8 years
"At Amazon, as a Principal PM, how would you align design and support on a contentious roadmap decision for content safety?",Amazon,Leadership,Complex,Principal PM,5-8 years
"As a Senior PM at Amazon, which North Star and guardrail metrics would you set for host acquisition to reduce time-to-first-action? How would you instrument and review them? (focus: host acquisition, reduce time-to-first-action)",Amazon,Metrics,Simple,Senior PM,3-5 years
"As a Principal PM at Amazon, which North Star and guardrail metrics would you set for fraud mitigation to increase activation? How would you instrument and review them?",Amazon,Metrics,Medium,Principal PM,8 years
"As a Senior PM at Amazon, which North Star and guardrail metrics would you set for onboarding to increase revenue? How would you instrument and review them?",Amazon,Metrics,Complex,Senior PM,3-5 years
You're the Principal PM at Amazon. Design an experiment roadmap to improve retention for onboarding. Which levers would you test first and why?,Amazon,Growth,Simple,Principal PM,8 years
You're the Principal PM at Amazon. Design an experiment roadmap to increase paid conversion for driver supply. Which levers would you test first and why?,Amazon,Growth,Medium,Principal PM,8 years
You're the Group PM at Amazon. Design an experiment roadmap to increase paid conversion for waitlist conversion. Which levers would you test first and why?,Amazon,Growth,Complex,Group PM,5-8 years
"At Amazon, as a Director, how would you gather, prioritize, and act on customer feedback to increase conversion rate for onboarding?",Amazon,Customer Obsession,Simple,Director,8 years
"At Amazon, as a Principal PM, how would you gather, prioritize, and act on customer feedback to increase paid conversion for creator tools?",Amazon,Customer Obsession,Medium,Principal PM,5-8 years
"At Amazon, as a Principal PM, how would you gather, prioritize, and act on customer feedback to improve time-to-value for fraud mitigation?",Amazon,Customer Obsession,Complex,Principal PM,5-8 years
"As a Director at Amazon, how would you improve foundational quality for B2B admin console given high risk of abuse? How do you sequence the work?",Amazon,Foundation,Simple,Director,8 years
"As a Principal PM at Amazon, how would you improve foundational quality for fraud mitigation given high risk of abuse? How do you sequence the work?",Amazon,Foundation,Medium,Principal PM,8 years
"As a Senior PM at Amazon, how would you improve foundational quality for churn reduction given high risk of abuse? How do you sequence the work?",Amazon,Foundation,Complex,Senior PM,3-5 years
"Tell me about a time you, as a Senior PM, handled significant pushback from marketing while driving self-serve funnel at Amazon. What did you do and what was the outcome?",Amazon,Behavioral,Simple,Senior PM,3-5 years
"Tell me about a time you, as a Principal PM, handled significant pushback from legal while driving driver supply at Amazon. What did you do and what was the outcome?",Amazon,Behavioral,Medium,Principal PM,8 years
"Tell me about a time you, as a Principal PM, handled significant pushback from ops while driving content safety at Amazon. What did you do and what was the outcome?",Amazon,Behavioral,Complex,Principal PM,5-8 years
"As a Senior PM at Amazon, how would you partner with engineering to address technical debt in creator tools while still delivering improve NPS?",Amazon,Technical,Simple,Senior PM,3-5 years
"As a Senior PM at Amazon, how would you partner with engineering to address technical debt in creator tools while still delivering increase paid conversion?",Amazon,Technical,Medium,Senior PM,3-5 years
"As a Senior PM at Amazon, how would you partner with engineering to address technical debt in data quality while still delivering reduce churn?",Amazon,Technical,Complex,Senior PM,3-5 years
"Design a v1 architecture for subscriptions at Amazon to reduce support volume. What components, APIs, and data flows would you propose?",Amazon,System Design,Simple,Senior PM,3-5 years
"Design a v1 architecture for churn reduction at Amazon to reduce costs. What components, APIs, and data flows would you propose?",Amazon,System Design,Medium,Principal PM,8 years
"Design a v1 architecture for international expansion at Amazon to increase revenue. What components, APIs, and data flows would you propose? (focus: international expansion, increase revenue)",Amazon,System Design,Complex,Senior PM,3-5 years
"As a Group PM at Amazon, propose a new feature for creator tools to increase revenue. How would you validate demand and ensure usability?",Amazon,Product Sense,Simple,Group PM,5-8 years
"As a Principal PM at Amazon, propose a new feature for host acquisition to improve NPS. How would you validate demand and ensure usability?",Amazon,Product Sense,Medium,Principal PM,5-8 years
"As a Director at Amazon, propose a new feature for recommendations to improve retention. How would you validate demand and ensure usability?",Amazon,Product Sense,Complex,Director,8 years
"You're the Senior PM at Amazon. How would you plan, derisk, and deliver data quality improvements under regulatory constraints?",Amazon,Execution,Simple,Senior PM,3-5 years
"You're the Director at Amazon. How would you plan, derisk, and deliver churn reduction improvements under limited engineering bandwidth?",Amazon,Execution,Medium,Director,8 years
"You're the Principal PM at Amazon. How would you plan, derisk, and deliver mobile app performance improvements under limited engineering bandwidth?",Amazon,Execution,Complex,Principal PM,5-8 years
"As a Senior PM at Amazon, plan the GTM for a new checkout initiative to improve reliability. What segments, messaging, and channels would you choose?",Amazon,Launch,Simple,Senior PM,3-5 years
"As a Senior PM at Amazon, plan the GTM for a new churn reduction initiative to improve reliability. What segments, messaging, and channels would you choose?",Amazon,Launch,Medium,Senior PM,3-5 years
"As a Senior PM at Amazon, plan the GTM for a new merchant onboarding initiative to reduce time-to-first-action. What segments, messaging, and channels would you choose?",Amazon,Launch,Complex,Senior PM,3-5 years
"At Amazon, as a Principal PM, how would you evaluate pricing and packaging options for helpdesk experience to increase conversion rate?",Amazon,Pricing,Simple,Principal PM,8 years
"At Amazon, as a Senior PM, how would you evaluate pricing and packaging options for data quality to reduce support volume?",Amazon,Pricing,Medium,Senior PM,3-5 years
"At Amazon, as a Director, how would you evaluate pricing and packaging options for B2B admin console to increase revenue?",Amazon,Pricing,Complex,Director,8 years
You're the Senior PM at Amazon. Define success criteria and a 90day review plan for checkout changes aimed to increase activation.,Amazon,Success Criteria,Simple,Senior PM,3-5 years
You're the Director at Amazon. Define success criteria and a 90day review plan for waitlist conversion changes aimed to scale globally.,Amazon,Success Criteria,Medium,Director,8 years
You're the Director at Amazon. Define success criteria and a 90day review plan for host acquisition changes aimed to reduce time-to-first-action.,Amazon,Success Criteria,Complex,Director,8 years
"As a Principal PM at Amazon, how would you prioritize a backlog for onboarding to scale globally with support and ops disagreeing?",Amazon,Prioritization,Simple,Principal PM,5-8 years
"As a Senior PM at Amazon, how would you prioritize a backlog for mobile app performance to reduce support volume with marketing and engineering disagreeing?",Amazon,Prioritization,Medium,Senior PM,3-5 years
"As a Principal PM at Amazon, how would you prioritize a backlog for onboarding to scale globally with legal and marketing disagreeing?",Amazon,Prioritization,Complex,Principal PM,5-8 years
"At Amazon, as a Principal PM, how would you diagnose and resolve declining health metrics for CRM pipeline under regulatory constraints?",Amazon,Product Health,Simple,Principal PM,8 years
"At Amazon, as a Director, how would you diagnose and resolve declining health metrics for NPS under regulatory constraints?",Amazon,Product Health,Medium,Director,8 years
"At Amazon, as a Group PM, how would you diagnose and resolve declining health metrics for host acquisition under thirdparty dependencies?",Amazon,Product Health,Complex,Group PM,5-8 years
"As a Senior PM at Amazon, design an AB test plan for B2B admin console to increase conversion rate. How do you handle power, segmentation, and interaction effects?",Amazon,AB Testing,Simple,Senior PM,3-5 years
"As a Senior PM at Amazon, design an AB test plan for onboarding to improve NPS. How do you handle power, segmentation, and interaction effects?",Amazon,AB Testing,Medium,Senior PM,3-5 years
"As a Principal PM at Amazon, design an AB test plan for support automation to improve time-to-value. How do you handle power, segmentation, and interaction effects?",Amazon,AB Testing,Complex,Principal PM,8 years
"As a Group PM at Amazon, how would you define and execute a multiquarter strategy for self-serve funnel to increase repeat usage? What tradeoffs would you consider under privacy constraints?",Amazon,Strategic,Simple,Group PM,5-8 years
"As a Principal PM at Amazon, how would you define and execute a multiquarter strategy for B2B admin console to increase activation? What tradeoffs would you consider under ambiguous requirements?",Amazon,Strategic,Medium,Principal PM,8 years
"As a Group PM at Amazon, how would you define and execute a multiquarter strategy for merchant onboarding to increase marketplace liquidity? What tradeoffs would you consider under thirdparty dependencies?",Amazon,Strategic,Complex,Group PM,5-8 years
"At Amazon, as a Group PM, how would you align sales and engineering on a contentious roadmap decision for search?",Amazon,Leadership,Simple,Group PM,5-8 years
"At Amazon, as a PM, how would you align data science and finance on a contentious roadmap decision for B2B admin console?",Amazon,Leadership,Medium,PM,2-3 years
"At Amazon, as a Group PM, how would you align support and ops on a contentious roadmap decision for NPS?",Amazon,Leadership,Complex,Group PM,5-8 years
"As a PM at Amazon, which North Star and guardrail metrics would you set for merchant onboarding to reduce time-to-first-action? How would you instrument and review them?",Amazon,Metrics,Simple,PM,2-3 years
"As a Group PM at Amazon, which North Star and guardrail metrics would you set for NPS to reduce churn? How would you instrument and review them?",Amazon,Metrics,Medium,Group PM,5-8 years
"As a APM at Amazon, which North Star and guardrail metrics would you set for mobile app performance to increase activation? How would you instrument and review them?",Amazon,Metrics,Complex,APM,0-1 years
You're the APM at Amazon. Design an experiment roadmap to grow MAUs for driver supply. Which levers would you test first and why?,Amazon,Growth,Simple,APM,1-2 years
You're the PM at Amazon. Design an experiment roadmap to increase revenue for payments. Which levers would you test first and why?,Amazon,Growth,Medium,PM,1-2 years
You're the Group PM at Amazon. Design an experiment roadmap to reduce time-to-first-action for data quality. Which levers would you test first and why?,Amazon,Growth,Complex,Group PM,5-8 years
"At Amazon, as a PM, how would you gather, prioritize, and act on customer feedback to increase activation for merchant onboarding?",Amazon,Customer Obsession,Simple,PM,1-2 years
"At Amazon, as a PM, how would you gather, prioritize, and act on customer feedback to reduce time-to-first-action for international expansion?",Amazon,Customer Obsession,Medium,PM,1-2 years
"At Amazon, as a APM, how would you gather, prioritize, and act on customer feedback to scale globally for waitlist conversion?",Amazon,Customer Obsession,Complex,APM,0-1 years
"As a Group PM at Amazon, how would you improve foundational quality for NPS given limited engineering bandwidth? How do you sequence the work?",Amazon,Foundation,Simple,Group PM,5-8 years
"As a APM at Amazon, how would you improve foundational quality for CRM pipeline given regulatory constraints? How do you sequence the work?",Amazon,Foundation,Medium,APM,1-2 years
"As a PM at Amazon, how would you improve foundational quality for checkout given data sparsity? How do you sequence the work?",Amazon,Foundation,Complex,PM,2-3 years
"Tell me about a time you, as a PM, handled significant pushback from data science while driving mobile app performance at Amazon. What did you do and what was the outcome?",Amazon,Behavioral,Simple,PM,1-2 years
"Tell me about a time you, as a APM, handled significant pushback from engineering while driving mobile app performance at Amazon. What did you do and what was the outcome?",Amazon,Behavioral,Medium,APM,0-1 years
"Tell me about a time you, as a Group PM, handled significant pushback from ops while driving self-serve funnel at Amazon. What did you do and what was the outcome?",Amazon,Behavioral,Complex,Group PM,5-8 years
"As a PM at Amazon, how would you partner with engineering to address technical debt in CRM pipeline while still delivering reduce time-to-first-action?",Amazon,Technical,Simple,PM,2-3 years
"As a APM at Amazon, how would you partner with engineering to address technical debt in churn reduction while still delivering increase repeat usage?",Amazon,Technical,Medium,APM,1-2 years
"As a Group PM at Amazon, how would you partner with engineering to address technical debt in search while still delivering scale globally?",Amazon,Technical,Complex,Group PM,5-8 years
"Design a v1 architecture for driver supply at Amazon to improve NPS. What components, APIs, and data flows would you propose?",Amazon,System Design,Simple,APM,0-1 years
"Design a v1 architecture for onboarding at Amazon to grow MAUs. What components, APIs, and data flows would you propose?",Amazon,System Design,Medium,APM,1-2 years
"Design a v1 architecture for merchant onboarding at Amazon to improve retention. What components, APIs, and data flows would you propose?",Amazon,System Design,Complex,APM,0-1 years
"As a Group PM at Amazon, propose a new feature for self-serve funnel to reduce time-to-first-action. How would you validate demand and ensure usability?",Amazon,Product Sense,Simple,Group PM,5-8 years
"As a APM at Amazon, propose a new feature for data quality to improve NPS. How would you validate demand and ensure usability?",Amazon,Product Sense,Medium,APM,0-1 years
"As a PM at Amazon, propose a new feature for support automation to reduce time-to-first-action. How would you validate demand and ensure usability?",Amazon,Product Sense,Complex,PM,2-3 years
"You're the APM at Amazon. How would you plan, derisk, and deliver support automation improvements under regulatory constraints?",Amazon,Execution,Simple,APM,1-2 years
"You're the Group PM at Amazon. How would you plan, derisk, and deliver self-serve funnel improvements under regulatory constraints?",Amazon,Execution,Medium,Group PM,5-8 years
"You're the APM at Amazon. How would you plan, derisk, and deliver retention improvements under limited engineering bandwidth?",Amazon,Execution,Complex,APM,0-1 years
"As a PM at Amazon, plan the GTM for a new self-serve funnel initiative to grow MAUs. What segments, messaging, and channels would you choose? (focus: self-serve funnel, grow MAUs)",Amazon,Launch,Simple,PM,1-2 years
"As a Group PM at Amazon, plan the GTM for a new self-serve funnel initiative to increase activation. What segments, messaging, and channels would you choose?",Amazon,Launch,Medium,Group PM,5-8 years
"As a Group PM at Amazon, plan the GTM for a new self-serve funnel initiative to increase paid conversion. What segments, messaging, and channels would you choose?",Amazon,Launch,Complex,Group PM,5-8 years
"At Amazon, as a Group PM, how would you evaluate pricing and packaging options for waitlist conversion to increase marketplace liquidity?",Amazon,Pricing,Simple,Group PM,5-8 years
"At Amazon, as a APM, how would you evaluate pricing and packaging options for support automation to grow MAUs?",Amazon,Pricing,Medium,APM,1-2 years
"At Amazon, as a APM, how would you evaluate pricing and packaging options for CRM pipeline to increase revenue?",Amazon,Pricing,Complex,APM,1-2 years
You're the PM at Amazon. Define success criteria and a 90day review plan for helpdesk experience changes aimed to improve NPS.,Amazon,Success Criteria,Simple,PM,1-2 years
You're the PM at Amazon. Define success criteria and a 90day review plan for self-serve funnel changes aimed to increase conversion rate.,Amazon,Success Criteria,Medium,PM,2-3 years
You're the PM at Amazon. Define success criteria and a 90day review plan for CRM pipeline changes aimed to increase marketplace liquidity.,Amazon,Success Criteria,Complex,PM,1-2 years
"As a APM at Amazon, how would you prioritize a backlog for search to improve reliability with support and finance disagreeing?",Amazon,Prioritization,Simple,APM,0-1 years
"As a APM at Amazon, how would you prioritize a backlog for host acquisition to reduce costs with finance and sales disagreeing?",Amazon,Prioritization,Medium,APM,1-2 years
"As a APM at Amazon, how would you prioritize a backlog for merchant onboarding to increase paid conversion with support and data science disagreeing?",Amazon,Prioritization,Complex,APM,1-2 years
"At Amazon, as a PM, how would you diagnose and resolve declining health metrics for host acquisition under legacy systems?",Amazon,Product Health,Simple,PM,1-2 years
"At Amazon, as a APM, how would you diagnose and resolve declining health metrics for content safety under tight timelines?",Amazon,Product Health,Medium,APM,1-2 years
"At Amazon, as a APM, how would you diagnose and resolve declining health metrics for host acquisition under high risk of abuse?",Amazon,Product Health,Complex,APM,0-1 years
"As a PM at Amazon, design an AB test plan for host acquisition to improve reliability. How do you handle power, segmentation, and interaction effects?",Amazon,AB Testing,Simple,PM,1-2 years
"As a Group PM at Amazon, design an AB test plan for host acquisition to improve NPS. How do you handle power, segmentation, and interaction effects?",Amazon,AB Testing,Medium,Group PM,5-8 years
"As a APM at Amazon, design an AB test plan for retention to scale globally. How do you handle power, segmentation, and interaction effects?",Amazon,AB Testing,Complex,APM,0-1 years
"As a APM at Microsoft, how would you define and execute a multiquarter strategy for helpdesk experience to improve reliability? What tradeoffs would you consider under ambiguous requirements?",Microsoft,Strategic,Simple,APM,0-1 years
"As a PM at Microsoft, how would you define and execute a multiquarter strategy for creator tools to increase paid conversion? What tradeoffs would you consider under tight timelines?",Microsoft,Strategic,Medium,PM,1-2 years
"As a Senior PM at Microsoft, how would you define and execute a multiquarter strategy for creator tools to improve NPS? What tradeoffs would you consider under ambiguous requirements?",Microsoft,Strategic,Complex,Senior PM,3-5 years
"At Microsoft, as a Senior PM, how would you align support and finance on a contentious roadmap decision for payments?",Microsoft,Leadership,Simple,Senior PM,3-5 years
"At Microsoft, as a Senior PM, how would you align ops and support on a contentious roadmap decision for CRM pipeline?",Microsoft,Leadership,Medium,Senior PM,3-5 years
"At Microsoft, as a Senior PM, how would you align ops and sales on a contentious roadmap decision for NPS?",Microsoft,Leadership,Complex,Senior PM,3-5 years
"As a Senior PM at Microsoft, which North Star and guardrail metrics would you set for search to reduce time-to-first-action? How would you instrument and review them?",Microsoft,Metrics,Simple,Senior PM,3-5 years
"As a Principal PM at Microsoft, which North Star and guardrail metrics would you set for fraud mitigation to improve reliability? How would you instrument and review them?",Microsoft,Metrics,Medium,Principal PM,8 years
"As a Senior PM at Microsoft, which North Star and guardrail metrics would you set for NPS to improve reliability? How would you instrument and review them?",Microsoft,Metrics,Complex,Senior PM,3-5 years
You're the Group PM at Microsoft. Design an experiment roadmap to scale globally for search. Which levers would you test first and why?,Microsoft,Growth,Simple,Group PM,5-8 years
You're the Senior PM at Microsoft. Design an experiment roadmap to improve time-to-value for churn reduction. Which levers would you test first and why?,Microsoft,Growth,Medium,Senior PM,3-5 years
You're the Senior PM at Microsoft. Design an experiment roadmap to improve time-to-value for CRM pipeline. Which levers would you test first and why?,Microsoft,Growth,Complex,Senior PM,3-5 years
"At Microsoft, as a Senior PM, how would you gather, prioritize, and act on customer feedback to increase repeat usage for retention?",Microsoft,Customer Obsession,Simple,Senior PM,3-5 years
"At Microsoft, as a Director, how would you gather, prioritize, and act on customer feedback to reduce support volume for churn reduction?",Microsoft,Customer Obsession,Medium,Director,8 years
"At Microsoft, as a Principal PM, how would you gather, prioritize, and act on customer feedback to increase marketplace liquidity for helpdesk experience?",Microsoft,Customer Obsession,Complex,Principal PM,8 years
"As a Group PM at Microsoft, how would you improve foundational quality for churn reduction given seasonality? How do you sequence the work?",Microsoft,Foundation,Simple,Group PM,5-8 years
"As a Principal PM at Microsoft, how would you improve foundational quality for host acquisition given thirdparty dependencies? How do you sequence the work?",Microsoft,Foundation,Medium,Principal PM,5-8 years
